Incident,Summary,label
SERVICE Suspicious Circumstances,"A student reported receiving a message from a friend requesting that she model via video chat for a third party for a school project and she complied, but she later learned that the request came from a suspect posing as her friend.",2
EXTORTION Extortion,A student reported that a suspect attempted to extort money from him by threatening to post a sexually explicit video of him on a social media site.,3
TRAFFIC Traffic Collision Without Injuries,"A student drove his vehicle into a staff member's parked vehicle, causing minor damage.",2
SERVICE Injury Response,A non-USC female was examined and released to seek medical treatment on her own after injuring her ankle.,2
SERVICE Suspicious Circumstances,A staff member reported receiving a disturbing text message from the spouse of another staff member.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A non-USC female reported that a student made false reports to the police about her intending to harm herself. A subsequent investigation revealed that the student made the reports out of legitimate concern after receiving disturbing email messages from the female.,2
SERVICE Injury Response,A non-USC male was examined and released at the scene after falling and injuring his back.,2
SERVICE Illness Response,A staff member was transported within the facility for medical treatment after complaining of nausea and vomiting.,2
PROPERTY Lost/Missing Property,A staff member reported a University electric cart missing.,1
VANDALISM Vandalism-Misdemeanor,A suspect used a marking pen to write graffiti on the walls of a restroom inside the location and used an unknown object to scratch the mirrors.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of loss of vision in one eye and weakness on his left side.,2
PROPERTY Lost/Missing Property,A staff member reported his bicycle missing.,1
SERVICE Suspicious Circumstances,A faculty member reported receiving multiple incoherent email messages from a former student.,2
SERVICE Injury Response,A student was examined and released to seek medical treatment on his own after injuring his knee.,2
PROPERTY Damaged Property,"A latch on a pedestrian gate was damaged by unknown means, rendering it inoperable.",1
THEFT-GRAND Theft Grand-Plain,A suspect removed two cellular phones.,2
BATTERY Battery,"A suspect pushed a security guard during a confrontation outside the location, causing him to fall and hit his head. The suspect then fled on foot and disappeared from sight.",3
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of severe abdominal pain.,2
SERVICE Illness Response,A student was examined and released to seek medical treatment on his own after complaining of chest pain and difficulty breathing.,2
SERVICE Suspicious Circumstances,A faculty member reported receiving two suspicious packages containing Disney memorabilia from a male she met at a church event.,2
TRAFFIC Altered Parking Permit,A student's vehicle was immobilized for displaying an altered USC parking pass.,1
DOMESTIC VIOLENCE Dating Violence,A non-USC female reported that when she refused to speak with her ex-boyfriend in private he forcibly picked her up and began moving her against her will until he was confronted by a nurse inside the location. The subject then set the female down and fled from sight.,2
SERVICE Illness Response,A staff member was examined and released to seek medical treatment on her own after complaining of dizziness and tingling in her arm.,2
SERVICE Suspicious Social Media Post,A student reported that two other students posted threatening messages on his social media page and it has caused him to fear for his safety.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
BURGLARY Burglary-Commercial,A suspect was arrested for removing two computers and a wallet from the location.,3
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
SERVICE Illness Response,A student suffering from exhaustion was transported to a local hospital for medical treatment.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free three students who were trapped in an elevator.,5
THEFT-PETTY Theft Petty-Plain-Attempt,A student was cited to Judicial Affairs for attempting to remove merchandise from the location without paying for it.,2
THEFT-TRICK Theft-Trick or Device,Two suspects convinced a student to cash a check for them which subsequently turned out to be fraudulent.,2
DISORDERLY CONDUCT Peeping Tom,A student reported that she observed a suspect looking at her through her bathroom window. The student screamed and the suspect fled in an unknown direction.,3
ALCOHOL Unlawful Possession of Alcohol,Two students were cited to Judicial Affairs for underage possession of alcohol.,2
WARRANT Warrant Arrest,A trespassing suspect was arrested for an outstanding warrant.,2
ALCOHOL Alcohol/Drug Overdose,An intoxicated non-USC female was examined and released into the care of her roommate.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
FIRE Alarm Activation,A fire alarm was activated from a pull station.,1
VANDALISM Vandalism-Misdemeanor,A former student broke a window at the location by throwing a rock at it.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free a student who was trapped in an elevator.,5
SERVICE Injury Response,A non-USC female was transported to a local hospital for medical treatment after falling and injuring her head and leg.,2
THEFT-GRAND Theft Grand-Trick or Device,A student reported that a company offered him employment and subsequently sent him a check which he was instructed to,2
FIRE Fire-Commercial,LAFD responded to the location to extinguish a fire caused by an overheated generator.,3
PROPERTY Damaged Property,"An unidentified male intentionally drove his vehicle through a parking control arm at the location, causing it to break off it's base.",1
SERVICE Suspicious Circumstances,Two students reported receiving multiple text messages from a male they met separately on campus who claimed to be a grad student and it has caused them to feel uncomfortable.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after fainting.,2
THEFT-PETTY Shoplifting,A suspect removed a phone charger from the location without paying for it.,2
TRAFFIC Parking or Moving Violation,A non-USC male was issued a citation for blocking a driveway at the location with his vehicle and the vehicle was subsequently towed to an impound yard when it was determined that he did not have a valid driver's license.,1
SERVICE Injury Response,Two students were transported to a local hospital for medical treatment after colliding with each other on skateboards and sustaining cuts to their faces.,2
BATTERY Battery,A student reported that another student whom she does not know tossed his cell phone at her twice and touched her thigh without her consent while she was sitting inside the location.,3
